movie_id,title,tags
2642,Two Weeks Notice,dedic environment lawyer luci kelson goe work billionair georg wade part deal preserv commun center indecis weakwil georg grow depend luci guidanc everyth legal matter cloth exasper luci give notic pick harvard graduat june carter replac luci time firm near end grow jealou june second thought leav georg sandrabullock hughgrant aliciawitt newyork parishhall romanticcomedy lawyer billionaire environmentallaw sandrabullock hughgrant aliciawitt marclawrence
8916,Antz,anim hit neurot worker ant love rebelli princess rise unlik stardom switch place soldier sign march parad end command bloodthirsti gener he actual enlist fight termit armi woodyallen danaykroyd annebancroft general hero worker ant work assignment war princess soldier individuality friend woodyallen danaykroyd annebancroft ericdarnell timjohnson
19899,Couples Retreat,four coupl friend descend tropic island resort though one husband wife work marriag other want enjoy fun sun soon find howev paradis come price particip coupl therapi session mandatori start cutrat vacat turn examin common problem mani face vincevaughn malinåkerman jasonbateman island marriedcouple yoga tahiti couplestherapy beautifulwoman tropical aftercreditsstinger duringcreditsstinger frenchpolynesia polynésiefrançaise vincevaughn malinåkerman jasonbateman peterbillingsley
2119,Days of Thunder,talent unproven stock car driver cole trickl get break guidanc veteran harri hogg turn head track young hotshot develop rivalri fellow racer threaten career two smash car help doctor cole might overcom injuri fear tomcruise robertduvall nicolekidman stock-car-race daytona carcrash tomcruise robertduvall nicolekidman tonyscott
9641,Cheaper by the Dozen 2,steve martin bonni hunt return head baker famili vacat find competit rival famili eight children head eugen levi stevemartin eugenelevy bonniehunt holiday lake bigfamily father laborpain rivalry familyholiday stevemartin eugenelevy bonniehunt adamshankman
294254,Maze Runner: The Scorch Trials,thoma fellow glader face greatest challeng yet search clue mysteri power organ known wckd journey take scorch desol landscap fill unimagin obstacl team resist fighter glader take wckd vastli superior forc uncov shock plan dylano'brien kayascodelario thomasbrodie-sangster basedonnovel resistance maze post-apocalyptic dystopia infection ontherun escape zombie storm disease desert sewer antidote corporation virus runner cityruin immunity dylano'brien kayascodelario thomasbrodie-sangster wesball
38167,Eat Pray Love,liz gilbert everyth modern woman suppos dream husband hous success career yet like mani other found lost confus search realli want life newli divorc crossroad gilbert step comfort zone risk everyth chang life embark journey around world becom quest selfdiscoveri travel discov true pleasur nourish eat itali power prayer india final unexpectedli inner peac balanc true love bali juliaroberts jamesfranco javierbardem indonesia femaleprotagonist india divorce bali juliaroberts jamesfranco javierbardem ryanmurphy
5994,The Family Man,jack lavish fastpac lifestyl chang one christma night stumbl groceri store holdup disarm gunman next morn wake bed lie next kate colleg sweetheart left order pursu career horrifi discoveri former life longer exist stumbl altern suburban univers jack find crossroad must choos highpow career woman love nicolascage téaleoni doncheadle workaholic secondchance guardianangel christmas careervsfamily lifereprioritizing nicolascage téaleoni doncheadle brettratner
39514,RED,peac life threaten hightech assassin former blackop agent frank mose reassembl old team last ditch effort surviv uncov assail brucewillis johnmalkovich helenmirren cia retirement shottodeath sniperrifle retired femalespy alarm brucewillis johnmalkovich helenmirren robertschwentke
9563,Any Given Sunday,star quarterback get knock game unknown third stringer call replac unknown give stun perform forc age coach reevalu game plan life new coownerpresid add pressur win new owner must prove self male domin world alpacino camerondiaz dennisquaid americanfootball trainer training americanfootballcoach sport americanfootballstadium alpacino camerondiaz dennisquaid oliverstone
547,The Horse Whisperer,base novel name nichola evan talent robert redford present medit famili drama set countri side redford direct also star roll cowboy magic talent heal robertredford kristinscottthomas samneill lovetriangle newyork montana attachmenttonature confidence horsebackriding horse ridingaccident careerwoman ranch horsewhisperer trauma countrylife marriagecrisis crisis travel motherdaughterrelationship animal nature robertredford kristinscottthomas samneill robertredford
1538,Collateral,cab driver max pick man offer 600 drive around promis easi money sour max realiz fare assassin tomcruise jamiefoxx jadapinkettsmith california taxi assassin hostage taxidriver fbi hitman police losangeles murderer crime criminal gunviolence tomcruise jamiefoxx jadapinkettsmith michaelmann
9334,The Scorpion King,ancient egypt peasant mathayu hire exact reveng power memnon sorceress cassandra readi overtak balthazar villag amid betray thiev abduct mathayu strive bring justic complic world dwaynejohnson kellyhu michaelclarkeduncan egypt temple dwaynejohnson kellyhu michaelclarkeduncan chuckrussell
11128,Ladder 49,watch eye mentor captain mike kennedi probationari firefight jack morrison matur season veteran baltimor fire station howev jack reach crossroad sacrific he made put harm way innumer time significantli impact relationship wife kid joaquinphoenix johntravolta jacindabarrett ledge practicaljoke joaquinphoenix johntravolta jacindabarrett jayrussell
75780,Jack Reacher,innoc heartland citi five shot dead expert sniper polic quickli identifi arrest culprit build slamdunk case accus man claim he innoc say get jack reacher reacher see news report turn citi defens immens reliev reacher come buri guy shock accus request reacher set confirm absolut certainti man guilt come bargain tomcruise rosamundpike richardjenkins basedonnovel sniper investigation police quarry tomcruise rosamundpike richardjenkins christophermcquarrie
8914,Deep Blue Sea,remot former submarin refuel facil call aquatica team scientist search cure alzheim diseas dr susan mcalest genet engin three mako shark intend increas brain capac harvest tissu cure alzheim unfortun increas brain capac also make shark smarter faster danger aquatica financi backer skeptic nervou test send corpor execut visit facil thomasjane saffronburrows llcoolj sharkattack shark alzheimer'sdisease killershark noopeningcredits thomasjane saffronburrows llcoolj rennyharlin
13576,This Is It,compil interview rehears backstag footag michael jackson prepar seri soldout show london michaeljackson orianthi kennyortega popstar music concert aftercreditsstinger duringcreditsstinger michaeljackson orianthi kennyortega kennyortega
39538,Contagion,epidem lethal airborn viru kill within day rapidli grow worldwid medic commun race find cure control panic spread faster viru mattdamon gwynethpaltrow katewinslet savingtheworld mutation infection terminalillness quarantine outbreak medical vaccine lethalvirus scientist epidemic mattdamon gwynethpaltrow katewinslet stevensoderbergh
10628,Kangaroo Jack,two childhood friend new york hairstylist wannab musician get mixedup mob forc deliv 50000 australia thing go wrong money lost wild kangaroo jerryo'connell anthonyanderson estellawarren moneydelivery fool australia hoodlum kangaroo jerryo'connell anthonyanderson estellawarren davidmcnally
14836,Coraline,coralin move old hous feel bore neglect parent find hidden door brick passag night cross passag find parallel world everybodi button instead eye care parent dream come true mother invit coralin stay world forev girl refus find altern realiti trap trick lure dakotafanning terihatcher jennifersaunders dream eye stuffedanimal parallelworld button newhome secretdoor aftercreditsstinger duringcreditsstinger dakotafanning terihatcher jennifersaunders henryselick
8645,The Happening,deadli airborn viru threaten wipe northeastern unit state teacher elliott moor mark wahlberg wife zooey deschanel flee contamin citi countrysid fight discov truth terror accident releas toxic militari bio weapon someth even sinist john leguizamo betti buckley costar thriller writerdirector night shyamalan markwahlberg zooeydeschanel johnleguizamo tree naturaldisaster crisis park strangebehavior markwahlberg zooeydeschanel johnleguizamo m.nightshyamalan
9509,Man on Fire,jade excia oper john creasi reluctantli accept job bodyguard 10yearold girl mexico citi clash first eventu bond she kidnap he consum furi stop noth save life denzelwashington dakotafanning marcanthony mexico cia kidnapping diary bible bodyguard stuffedanimal cellphone alcoholic grenadelauncher bloodshed swimmeet denzelwashington dakotafanning marcanthony tonyscott
10067,The Shaggy Dog,tale workahol dadturneddog find man best friend show import job great dad timallen kristindavis dannyglover fathersonrelationship parentskidsrelationship workaholic wifehusbandrelationship transformation bodyexchange daughter lawyer dog family turnsintoanimal timallen kristindavis dannyglover brianrobbins
9384,Starsky & Hutch,join uptight david starski laidback ken hutch hutchinson theyr pair first time undercov cop new partner must overcom differ solv import case help street inform huggi bear persuas crimin rees feldman benstiller owenwilson snoopdogg informant jumpingfromarooftop surveillancefootage benstiller owenwilson snoopdogg toddphillips
9279,Jingle All the Way,meet howard langston salesman mattress compani constantli busi job also constantli disappoint son miss son karat exposit son tell howard want christma action figur son televis hero tri hard make unfortun howard christma eve everi store sold turbo man howard must travel town compet everybodi els find turbo man action figur arnoldschwarzenegger philhartman sinbad holiday christmasparty santaclaus toy puppet christmas turboman navidad arnoldschwarzenegger philhartman sinbad brianlevant
1487,Hellboy,final day world war ii nazi attempt use black magic aid die caus alli raid camp ceremoni take place demon hellboy alreadi conjur join alli forc hellboy eventu grow adulthood serv caus good rather evil ronperlman selmablair rupertevans blackmagic fistfight cover-up superhero paranormalphenomena narrationfromgrave demon occult combatphotography reanimatedcorpse duringcreditsstinger ronperlman selmablair rupertevans guillermodeltoro
9422,A Civil Action,jan schlickmann cynic lawyer goe get rid case find potenti worth million case becom obsess extent will give everyth includ career client goal order continu case odd johntravolta robertduvall tonyshalhoub success advancement rightandjustice leukemia lawyer businessstart-up johntravolta robertduvall tonyshalhoub stevenzaillian
77174,ParaNorman,town blith hollow norman babcock boy speak dead one besid eccentr new friend neil believ abil real one day norman estrang eccentr uncl tell import annual ritual must take protect town curs cast witch condemn centuri ago eventu norman decid cooper thing dont go accord plan magic storm witch threaten blith hollow accurs dead rise togeth unexpect new companion norman struggl save town discov horrif truth curs insight norman must resolv crisi good kodismit-mcphee tuckeralbrizzi jodelleferland medium stopmotion curse jock ghost communicatingwiththedead aftercreditsstinger dealingwiththepast witchtrial childwitch empathy strange kodismit-mcphee tuckeralbrizzi jodelleferland samfell chrisbutler
4824,The Jackal,hire power member russian mafia aveng fbi sting left brother dead perfectionist jackal prove elus target men charg task bring deputi fbi boss former ira terrorist brucewillis richardgere sidneypoitier fbi coldwar hitman brucewillis richardgere sidneypoitier michaelcaton-jones
9620,Paycheck,michael jen geniu who hire paid handsom hightech firm work highli sensit project shortterm memori eras he incap breach secur end threeyear job he told isnt get paycheck instead receiv mysteri envelop clue must piec togeth find wasnt paid he hot water benaffleck aaroneckhart umathurman prophecy engineer scientist millionaire benaffleck aaroneckhart umathurman johnwoo
9302,Up Close & Personal,talli atwat dream primetim network newscast pursu dream noth ambit raw talent homemad demo tape warren justic brilliant hard edg veteran newsman see talli talent becom mentor talli career take meteor rise warren fall love romanc result intens reveal televis news yet break stori everi videotap crisi bring togeth also threaten drive apart robertredford michellepfeiffer stockardchanning miami television career vitaminb reporter robertredford michellepfeiffer stockardchanning jonavnet
10199,The Tale of Despereaux,upon time far away kingdom dor live brave virtuou mous comic overs ear dreamt becom knight banish home lofti ambit despereaux set amaz adventur goodheart rat friend roscuro lead long last nobl quest rescu endang princess save entir kingdom dark matthewbroderick dustinhoffman emmawatson loyalty totalitarianregime mouse forgiveness honor unlikelyfriendship courage chivalry animallead matthewbroderick dustinhoffman emmawatson robertstevenhagen samfell
10771,The Tuxedo,cabbieturnedchauffeur jimmi tong learn realli one rule work playboy millionair clark devlin never touch devlin prize tuxedo devlin temporarili put commiss explos accid jimmi put tux soon discov extraordinari suit may black belt black tie pair partner inexperienc jimmi becom unwit secret agent jackiechan jenniferlovehewitt jasonisaacs bomb intelligence chauffeur wound secretagent headinjury jackiechan jenniferlovehewitt jasonisaacs kevindonovan
3512,Under Siege 2: Dark Territory,passeng train hijack electron expert turn untrac command center weapon satellit plan blow washington dc one man stop former navi seal casey ryback stevenseagal ericbogosian everettmcgill terrorist pentagon satellite navyseal train stevenseagal ericbogosian everettmcgill geoffmurphy
137094,Jack Ryan: Shadow Recruit,jack ryan young covert cia analyst uncov russian plot crash us economi terrorist attack chrispine keiraknightley kevincostner londonengland corruption cia terrorist sniper explosive intelligence russia murder conspiracy surveillance agent jackryan u.s.marine rehab analyst chrispine keiraknightley kevincostner kennethbranagh
274479,Joy,stori base life struggl long island singl mom becam one countri success entrepreneur jenniferlawrence bradleycooper robertdeniro factory inventor strongwoman biography basedontruestory stolenpatent jenniferlawrence bradleycooper robertdeniro davido.russell
267860,London Has Fallen,london prime minist funer mike ban discov plot assassin attend world leader gerardbutler aaroneckhart morganfreeman londonengland terrorist terroristattack gerardbutler aaroneckhart morganfreeman babaknajafi
8078,Alien: Resurrection,two hundr year lt ripley die group scientist clone hope breed ultim weapon new ripley full surpris new alien ripley must team band smuggler keep creatur reach earth sigourneyweaver winonaryder braddourif android mercenary dystopia sequel alien betrayal impalement cloning scientist flamethrower disembowelment smuggler genemanipulation maninwheelchair breeding geneticengineering regeneration xenomorph alienqueen explosivedecompression swimmingunderwater sigourneyweaver winonaryder braddourif jean-pierrejeunet
7485,Shooter,marksman live exil coax back action learn plot kill presid ultim doublecross frame attempt goe run track real killer find exactli set markwahlberg michaelpeña dannyglover corruption sniper senator conspiracyofmurder childlessness rifle sniperrifle fbiagent markwahlberg michaelpeña dannyglover antoinefuqua
170687,The Boxtrolls,orphan boy rais underground creatur call boxtrol come sewer box save famili town evil extermin archibald snatcher benkingsley isaachempstead-wright ellefanning basedonnovel stopmotion fatherdaughterrelationship unlikelyfriendship duringcreditsstinger benkingsley isaachempstead-wright ellefanning anthonystacchi grahamannable
6435,Practical Magic,salli gillian owen born magic famili mostli avoid witchcraft gillian viciou boyfriend jimmi angelov die unexpectedli owen sister give crash cours hard magic policeman gari hallet grow suspici girl struggl resurrect angelov unwittingli inject corps evil spirit threaten end famili line sandrabullock nicolekidman evanrachelwood witch magic sorcery love curse familycurse sandrabullock nicolekidman evanrachelwood griffindunne
137106,The Lego Movie,ordinari lego minifigur mistakenli thought extraordinari masterbuild recruit join quest stop evil lego tyrant glu univers togeth chrispratt willferrell elizabethbanks fathersonrelationship creativity friendship partliveaction toys basedontoy fallinginlove superpowers duringcreditsstinger differentworlds lego batman chrispratt willferrell elizabethbanks phillord christophermiller
10040,Miss Congeniality 2: Armed and Fabulous,triumph miss unit state pageant fbi agent graci hart becom overnight sensat new face fbi time spring action pageant winner cheryl emce stan abduct sandrabullock reginaking enriquemurciano ransom pressconference ship missamerica fbiagent sandrabullock reginaking enriquemurciano johnpasquin
6278,Reign of Fire,postapocalypt england american volunt british survivor team fight brood firebreath dragon seek return global domin centuri rest underground brit lead clan survivor hunt king dragon much stake mother kill dragon love still aliv christianbale matthewmcconaughey izabellascorupco dragon evolution firechief animatedmap theatreaudience dragonslayer tunnelconstruction firerepellent drilling iodine christianbale matthewmcconaughey izabellascorupco robbowman
82682,Gangster Squad,lo angel 1949 ruthless brooklynborn mob king mickey cohen run show town reap illgotten gain drug gun prostitut way everi wire bet place west chicago protect paid goon also polic politician control enough intimid even bravest streetharden cop except perhap small secret crew lapd outsid led sgt john omara jerri wooter come togeth tri tear cohen world apart joshbrolin ryangosling nicknolte losangeles gangster joshbrolin ryangosling nicknolte rubenfleischer
17610,Year One,coupl lazi huntergather banish primit villag set epic journey ancient world jackblack michaelcera oliviawilde temple slavery stoneage circumcision hebrews cavemen prehistoricadventure duringcreditsstinger prehistorictimes prehistoricman jackblack michaelcera oliviawilde haroldramis
22954,Invictus,newli elect presid nelson mandela know nation remain racial econom divid wake apartheid believ bring peopl togeth univers languag sport mandela ralli south africa rugbi team make histor run 1995 rugbi world cup championship match morganfreeman mattdamon tonykgoroge stadium southafrica apartheid nelsonmandela sport nation rugby president racism poverty celebration duringcreditsstinger morganfreeman mattdamon tonykgoroge clinteastwood
16995,State of Play,handsom unflapp us congressman stephen collin futur polit parti honor appointe serv chairman committe overse defens spend eye upon rise star parti contend upcom presidenti race research assistantmistress brutal murder buri secret come tumbl russellcrowe benaffleck rachelmcadams corruption assassination detective journalist assassin newspaper congress editor-in-chief conspiracyofmurder politics electioncampaign government murder thriller blog reporter russellcrowe benaffleck rachelmcadams kevinmacdonald
16558,Duplicity,two romanticallyengag corpor spi team manipul corpor race corner market medic innov reap huge profit enabl lead extravag lifestyl togeth cliveowen juliaroberts paulgiamatti spy cliveowen juliaroberts paulgiamatti tonygilroy
9849,My Favorite Martian,news produc tim ohara get fire unwillingli compromis boss daughter live transmiss littl later wit crash small martian spacecraft realiz onetim chanc deliv stori rock earth sinc tim took origin scaleddown spaceship martian follow retriev jeffdaniels elizabethhurley darylhannah alien martian basedontvseries fishoutofwater jeffdaniels elizabethhurley darylhannah donaldpetrie
5820,The Sentinel,secret servic agent frame mole assassin attempt presid must clear name foil anoth assassin attempt run relentless fbi agent michaeldouglas kiefersutherland evalongoria usapresident agent michaeldouglas kiefersutherland evalongoria clarkjohnson
16866,Planet 51,earth astronaut capt chuck baker arriv planet 51 world reminisc american suburbia circa 1950 tri avoid captur recov spaceship make home safe help empathet littl green dwaynejohnson seannwilliamscott jessicabiel flyingsaucer alienlife-form spaceship alien alienplanet planet duringcreditsstinger dwaynejohnson seannwilliamscott jessicabiel jorgeblanco javierabad marcosmartínez
201,Star Trek: Nemesis,en rout honeymoon william riker deanna troi home planet betaz captain jeanluc picard crew uss enterpris receiv word starfleet coup result instal new romulan polit leader shinzon claim seek peac humanback unit feder planet enemi territori captain crew make startl discoveri shinzon human slave romulan sister planet remu secret shock relationship picard patrickstewart jonathanfrakes brentspiner clone assassination ambush federation starfleet enterprise-e romulus android senate selfsacrifice telepathy weapon romulans spaceopera patrickstewart jonathanfrakes brentspiner stuartbaird
11775,Intolerable Cruelty,revengeseek gold digger marri woman beverli hill lawyer intent make kill divorc georgeclooney catherinezeta-jones edwardherrmann california assassin infidelity fetish hitman tycoon court satire lawyer inheritance divorce georgeclooney catherinezeta-jones edwardherrmann joelcoen
87825,Trouble with the Curve,slow age fail eyesight crack basebal scout gu lobel take grown daughter along check final prospect career along way two renew bond catch eye young playerturnedscout clinteastwood amyadams justintimberlake women baseball pitcher homerun aging sport talent-scout cigarsmoking pooreyesight bostonredsox draft motelroom baseballscout failingeyesight blurryvision blurredsight clinteastwood amyadams justintimberlake robertlorenz
12201,Edge of Darkness,season homicid detect thoma craven seen bleakest side human noth prepar toughest investig life search daughter emma killer person mission uncov disturb secret surround murder includ corpor corrupt govern collus emma mysteri life melgibson raywinstone dannyhuston murder violence deathofdaughter homicidedetective melgibson raywinstone dannyhuston martincampbell
11015,The Relic,research chicago natur histori museum return south america crate contain find crate arriv museum without owner appear littl insid howev polic discov gruesom murder cargo ship brought crate us anoth murder museum penelopeannmiller tomsizemore lindahunt chicago basedonnovel monster museum pileofdeadbodies god deadbody anthropologist indiantribe amazonjungle penelopeannmiller tomsizemore lindahunt peterhyams
9932,Analyze That,mafia paul vitti back prison need seriou counsel get natur return analyst dr ben sobel help find sobel need seriou help inherit famili practic well excess stock stress robertdeniro billycrystal lisakudrow prison gold therapist gangster robertdeniro billycrystal lisakudrow haroldramis
13389,Righteous Kill,two veteran new york citi detect work identifi possibl connect recent murder case believ solv year ago serial killer loos perhap put wrong person behind bar robertdeniro carlagugino 50cent revenge murder plottwist dirtycop robertdeniro carlagugino 50cent jonavnet
8838,Mercury Rising,renegad fbi agent art jeffri protect nineyearold autist boy crack govern new unbreak code brucewillis alecbaldwin mikohughes assassin lossoffamily autism fbi bangkok nationalsecurityagency(nsa) boy childinperil fbiagent autisticsavant brucewillis alecbaldwin mikohughes haroldbecker
17332,The Soloist,lo angel journalist befriend homeless juilliardtrain musician look new articl paper robertdowneyjr. jamiefoxx catherinekeener newspaper cello musical violin losangeles robertdowneyjr. jamiefoxx catherinekeener joewright
4958,The Legend of Bagger Vance,world war left golfer rannulph junuh pokerplay alcohol perfect swing gone howev need get back play tournament save financi ravag golf cours longago sweetheart help arriv form mysteri caddi bagger vanc mattdamon brucemcgill charlizetheron competition worldwari greatdepression caddy savannah mattdamon brucemcgill charlizetheron robertredford
786,Almost Famous,almost famou autobiograph inspir film 15yearold hire roll stone magazin follow interview rock band tour film grow first love disappoint life rock star katehudson billycrudup francesmcdormand hotelroom sandiego drugaddiction stewardess overdose groupie musicjournalist blacksabbath rock concert swimmingpool basedontruestory promiscuity comingofage ontheroad domineeringmother reconciliation semiautobiographical innocencelost bustrip aspiringwriter katehudson billycrudup francesmcdormand cameroncrowe
9513,Garfield: A Tail of Two Kitties,garfield back time garfield canin sidekick odi follow owner jon arbuckl england uk may never recov garfield mistaken lookalik regal cat inherit castl billmurray jenniferlovehewitt billyconnolly londonengland cat mistakeinperson luxury wretch nobility garfield billmurray jenniferlovehewitt billyconnolly timhill
11679,xXx: State of the Union,ice cube star dariu stone thrillseek troublemak whose crimin record extrem sport obsess make perfect candid newest xxx agent must save us govern deadli conspiraci led fivestar gener secretari defens georg deckert play willem dafo icecube samuell.jackson willemdafoe washingtond.c. helicopter usapresident general coupd'etat militaryprison coup agent insurgent secretaryofdefense potus icecube samuell.jackson willemdafoe leetamahori
38321,Priest,altern world human vampir war centuri last vampir war veteran warrior priest live obscur human insid one church wall citi priest niec kidnap vampir priest break vow hunt accompani niec boyfriend wasteland sheriff former warrior priestess paulbettany karlurban camgigandet vampire crucifixion post-apocalyptic dystopia vampirehunter disobey niece darkhero paulbettany karlurban camgigandet scottstewart
14411,Sinbad: Legend of the Seven Seas,sailor legend frame goddess eri theft book peac must travel realm end world retriev save life childhood friend princ proteu bradpitt catherinezeta-jones michellepfeiffer prince watermonster bradpitt catherinezeta-jones michellepfeiffer timjohnson patrickgilmore
8413,Event Horizon,year 2047 group astronaut sent investig salvag long lost starship event horizon ship disappear mysteri 7 year maiden voyag return come even mysteri crew lewi clark discov real truth behind disappear someth even terrifi laurencefishburne samneill kathleenquinlan spacemarine nudity nightmare hallucination cryogenics spacetravel blackhole insanity delusion crew alternatedimension evilspirit hellgate religion explosion violence burningman rescueteam flashback supernaturalpower trappedinspace distresssignal derelictship laurencefishburne samneill kathleenquinlan paulw.s.anderson
10052,Dragonfly,griev doctor contact late wife patient near death experi kevincostner joemorton ronrifkin pregnancyandbirth voice dragonfly carcrash jungle hospital doctor humanitarian spiritism kevincostner joemorton ronrifkin tomshadyac
9676,The Black Dahlia,lee blanchard bucki bleichert former boxersturnedcop 1940 lo angel aspir young actress turn dead blanchard bleichert must grappl corrupt narciss stag film famili mad pursu killer joshhartnett scarlettjohansson aaroneckhart pornography observer losangeles murderhunt joshhartnett scarlettjohansson aaroneckhart briandepalma
9664,Flyboys,adventur lafayett escadril young american volunt french militari us enter world war becam countri first fighter pilot jamesfranco davidellison jeanreno worldwari biplane jamesfranco davidellison jeanreno tonybill
2100,The Last Castle,court martial gener ralli togeth 1200 inmat rise system put away robertredford jamesgandolfini markruffalo prison general robertredford jamesgandolfini markruffalo rodlurie
10384,Supernova,set 22nd centuri batter salvag ship send distress signal season crew rescu hospit ship nova17 respond find black holethat threaten destroy shipsand mysteri survivor whose bodi quickli mutat monstrou deadli form jamesspader angelabassett robertforster blackpeople starships future star supernova blast jamesspader angelabassett robertforster walterhill jacksholder
137321,Winter's Tale,burglar fall heiress die arm learn gift reincarn set save colinfarrell jessicabrownfindlay russellcrowe basedonnovel colinfarrell jessicabrownfindlay russellcrowe akivagoldsman
123553,The Mortal Instruments: City of Bones,new york citi clari fray seemingli ordinari teenag learn descend line shadowhunt halfangel warrior protect human evil forc mother disappear clari join forc group shadowhunt enter downworld altern realm fill demon vampir host creatur clari companion must find protect ancient cup hold key mother futur lilycollins jamiecampbellbower kevinzegers angel vampire werewolf warlock downworlder shadowhunter demonhunter basedonyoungadultnovel lilycollins jamiecampbellbower kevinzegers haraldzwart
11260,Meet Dave,crew miniatur alien oper spaceship human form tri save planet alien encount new problem ship becom smitten earth woman eddiemurphy elizabethbanks gabrielleunion newyork captain starships newlove earth friendship crew carcrash space alien survival planet duringcreditsstinger eddiemurphy elizabethbanks gabrielleunion brianrobbins
9009,Dark Water,"dahlia william daughter cecelia move rundown apart new york roosevelt island current midst divorc proceed apart though near excel school daughter afford time arriv mysteri occurr constant drip ceil daughter bedroom jenniferconnelly johnc.reilly timroth basedonnovel water remake teacher divorce apartment ghost manhattan,newyorkcity jenniferconnelly johnc.reilly timroth waltersalles"
11374,Edtv,video store clerk ed agre life film camera crew tv network matthewmcconaughey woodyharrelson sallykirkland tvshow tvstation simulatedreality realitytv tvstar tvratings matthewmcconaughey woodyharrelson sallykirkland ronhoward
2309,Inkheart,adventur father young daughter search long lost book help reunit miss close rel brendanfraser siennaguillory andyserkis book fairytale eavesdropping adventure writer'sblock brendanfraser siennaguillory andyserkis iainsoftley
8285,The Spirit,mean street man must come hero born murder born rooki cop name denni colt return beyond spirit hero whose mission fight bad forc shadow central citi octopu kill anyon unfortun enough see face plan he go wipe entir citi gabrielmacht scarlettjohansson samuell.jackson secretidentity robber mask frog basedoncomicstrip backfromthedead gabrielmacht scarlettjohansson samuell.jackson frankmiller
210860,Mortdecai,art dealer charl mortdecai search stolen paint rumor contain secret code gain access hidden nazi gold johnnydepp gwynethpaltrow ewanmcgregor basedonnovel painting debt artdealer stolenpainting johnnydepp gwynethpaltrow ewanmcgregor davidkoepp
2312,In the Name of the King: A Dungeon Siege Tale,man name farmer set rescu kidnap wife aveng death son two act commit krug race animalwarrior control evil gallian jasonstatham johnrhys-davies rayliotta fictionalplace monster lossoffamily newlove hero loveofone'slife magic fairytale villain kingdom enchantment badpower son heirtothethrone motherlylove wizardry revenge royalty family basedonvideogame medieval jasonstatham johnrhys-davies rayliotta uweboll
9839,Beyond Borders,beyond border epic tale turbul romanc two starcross lover set backdrop world danger hot spot academi award winner angelina joli star sarah jordan american live london 1984 marri henri bauford son wealthi british industrialist encount nick callahan renegad doctor whose impass plea help support relief effort wartorn africa move deepli result sarah embark upon journey discoveri lead danger heartbreak romanc far corner world angelinajolie cliveowen teripolo londonengland cia landmine loveofone'slife cambodia ethiopia chechnya foreignaid angelinajolie cliveowen teripolo martincampbell
381902,The Monkey King 2,take place 500 year havoc heaven tang priest appoint buddha go west fetch sacr scriptur accident free monkey king ladi white gong li aim break team assembl defeat monkey king must fight order save world aaronkwok gongli williamfeng monkeyking aaronkwok gongli williamfeng soicheang
13922,The Great Raid,world war ii rage elit sixth ranger battalion given mission heroic proport push 30 mile behind enemi line liber 500 american prison war benjaminbratt jamesfranco connienielsen basedonnovel worldwarii prisonersofwar narration archivefootage rescuemission soldier 1940s inspiredbytrueevents fictionalizedhistory benjaminbratt jamesfranco connienielsen johndahl
293660,Deadpool,deadpool tell origin stori former special forc oper turn mercenari wade wilson subject rogu experi leav acceler heal power adopt alter ego deadpool arm new abil dark twist sens humor deadpool hunt man nearli destroy life ryanreynolds morenabaccarin edskrein antihero mercenary marvelcomic superhero basedoncomicbook breakingthefourthwall aftercreditsstinger duringcreditsstinger selfhealing ryanreynolds morenabaccarin edskrein timmiller
9713,Holy Man,eddi murphi star overthetop televis evangelist find way turn televis home shop religi experi take america storm eddiemurphy jeffgoldblum kellypreston salesclerk television tvratings guru televisionproducer eddiemurphy jeffgoldblum kellypreston stephenherek
190859,American Sniper,us navi seal chri kyle take sole missionprotect comradesto heart becom one lethal sniper american histori pinpoint accuraci save countless live also make prime target insurg despit grave danger struggl good husband father famili back state kyle serv four tour duti iraq howev final return home find cannot leav war behind bradleycooper siennamiller kylegallner sniper biography iraq navyseal u.s.soldier bradleycooper siennamiller kylegallner clinteastwood
257445,Goosebumps,teenag team daughter young adult horror author rl stine writer imaginari demon set free town madison delawar jackblack dylanminnette odeyarush basedonnovel magic fantasy werewolf family ventriloquistdummy bookcomestolife 3d jackblack dylanminnette odeyarush robletterman
9007,Just Like Heaven,shortli david abbott move new san francisco dig unwelcom visitor hand winsom elizabeth martinson assert apart promptli vanish start appear disappear david think she ghost elizabeth convinc she aliv reesewitherspoon markruffalo donallogue coma basedonnovel workaholic flirt architect romanticcomedy ghost landscapearchitect reesewitherspoon markruffalo donallogue markwaters
889,The Flintstones in Viva Rock Vegas,flintston flintston rubbl head rock vega fred hope court love wilma noth stand way love except conniv chip rockefel playboy born baysvil made cutthroat town rock vega fred win wilma love markaddy stephenbaldwin kristenjohnston waitress marriageproposal flirt stoneage bestfriend dinosaur markaddy stephenbaldwin kristenjohnston brianlevant
1370,Rambo III,combat taken toll rambo he final begun find inner peac monasteri rambo friend mentor col trautman ask help top secret mission afghanistan rambo declin must reconsid trautman captur sylvesterstallone richardcrenna kurtwoodsmith competition submachinegun sovietunion liberation russian soviettroops thailand freedomfighter afghanistan waronfreedom machinegun mujahid realityshow western japanesefood soapopera sylvesterstallone richardcrenna kurtwoodsmith petermacdonald
